Time,num_recovered
0,0
0.25,0
0.5,3
0.75,4
1,6
1.25,10
1.5,11
1.75,12
2,17
2.25,20
2.5,27
2.75,32
3,35
3.25,40
3.5,43
3.75,45
4,48
4.25,51
4.5,54
4.75,58
5,59
5.25,67
5.5,71
5.75,73
6,75
6.25,79
6.5,88
6.75,96
7,103
7.25,111
7.5,115
7.75,123
8,132
8.25,136
8.5,147
8.75,155
9,164
9.25,179
9.5,188
9.75,196
10,208
10.25,219
10.5,237
10.75,249
11,265
11.25,279
11.5,293
11.75,307
12,325
12.25,342
12.5,358
12.75,374
13,396
13.25,414
13.5,434
13.75,458
14,474
14.25,493
14.5,511
14.75,531
15,547
15.25,572
15.5,594
15.75,624
16,660
16.25,701
16.5,747
16.75,788
17,827
17.25,858
17.5,895
17.75,938
18,993
18.25,1051
18.5,1104
18.75,1157
19,1212
19.25,1277
19.5,1335
19.75,1406
20,1480
20.25,1550
20.5,1627
20.75,1709
21,1802
21.25,1897
21.5,2005
21.75,2091
22,2199
22.25,2342
22.5,2454
22.75,2584
23,2707
23.25,2841
23.5,2958
23.75,3106
24,3251
24.25,3406
24.5,3571
24.75,3756
25,3942
25.25,4117
25.5,4313
25.75,4493
26,4721
26.25,4963
26.5,5193
26.75,5450
27,5726
27.25,6000
27.5,6272
27.75,6581
28,6904
28.25,7187
28.5,7482
28.75,7826
29,8160
29.25,8523
29.5,8911
29.75,9254
30,9643
30.25,10055
30.5,10490
30.75,10944
31,11393
31.25,11906
31.5,12414
31.75,12894
32,13416
32.25,13922
32.5,14432
32.75,14974
33,15582
33.25,16183
33.5,16829
33.75,17482
34,18109
34.25,18710
34.5,19363
34.75,20103
35,20829
35.25,21586
35.5,22331
35.75,23082
36,23865
36.25,24691
36.5,25519
36.75,26345
37,27183
37.25,28008
37.5,28846
37.75,29700
38,30587
38.25,31441
38.5,32270
38.75,33231
39,34155
39.25,35118
39.5,36071
39.75,37052
40,38034
40.25,38984
40.5,39982
40.75,40973
41,41972
41.25,42893
41.5,43887
41.75,44873
42,45852
42.25,46801
42.5,47759
42.75,48739
43,49682
43.25,50541
43.5,51488
43.75,52493
44,53463
44.25,54370
44.5,55306
44.75,56236
45,57095
45.25,57992
45.5,58835
45.75,59690
46,60518
46.25,61431
46.5,62264
46.75,63058
47,63891
47.25,64697
47.5,65452
47.75,66229
48,67000
48.25,67712
48.5,68502
48.75,69179
49,69874
49.25,70571
49.5,71225
49.75,71906
50,72547
50.25,73146
50.5,73765
50.75,74327
51,74907
51.25,75478
51.5,76059
51.75,76597
52,77139
52.25,77641
52.5,78132
52.75,78608
53,79093
53.25,79598
53.5,80060
53.75,80539
54,81012
54.25,81405
54.5,81821
54.75,82247
55,82629
55.25,82987
55.5,83342
55.75,83702
56,84019
56.25,84370
56.5,84682
56.75,84979
57,85281
57.25,85588
57.5,85844
57.75,86144
58,86437
58.25,86689
58.5,86958
58.75,87208
59,87469
59.25,87711
59.5,87936
59.75,88155
60,88354
60.25,88559
60.5,88770
60.75,88972
61,89160
61.25,89361
61.5,89526
61.75,89684
62,89873
62.25,90024
62.5,90185
62.75,90322
63,90473
63.25,90602
63.5,90730
63.75,90860
64,90977
64.25,91121
64.5,91229
64.75,91340
65,91476
65.25,91581
65.5,91678
65.75,91771
66,91854
66.25,91950
66.5,92031
66.75,92109
67,92187
67.25,92270
67.5,92343
67.75,92414
68,92483
68.25,92551
68.5,92621
68.75,92686
69,92743
69.25,92797
69.5,92863
69.75,92921
70,92962
70.25,93009
70.5,93062
70.75,93112
71,93158
71.25,93200
71.5,93247
71.75,93291
72,93331
72.25,93375
72.5,93422
72.75,93459
73,93498
73.25,93530
73.5,93562
73.75,93591
74,93628
74.25,93658
74.5,93683
74.75,93707
75,93742
75.25,93768
75.5,93792
75.75,93819
76,93838
76.25,93851
76.5,93875
76.75,93902
77,93929
77.25,93944
77.5,93965
77.75,93977
78,93995
78.25,94006
78.5,94019
78.75,94037
79,94049
79.25,94062
79.5,94081
79.75,94091
80,94098
80.25,94112
80.5,94126
80.75,94136
81,94150
81.25,94160
81.5,94164
81.75,94172
82,94184
82.25,94188
82.5,94202
82.75,94208
83,94213
