Time,num_fatalities
0,0
0.25,0
0.5,0
0.75,0
1,0
1.25,0
1.5,0
1.75,0
2,0
2.25,0
2.5,0
2.75,0
3,0
3.25,0
3.5,0
3.75,0
4,0
4.25,0
4.5,0
4.75,0
5,0
5.25,0
5.5,0
5.75,0
6,0
6.25,0
6.5,0
6.75,0
7,0
7.25,0
7.5,0
7.75,0
8,0
8.25,0
8.5,0
8.75,0
9,0
9.25,0
9.5,0
9.75,0
10,0
10.25,0
10.5,0
10.75,0
11,0
11.25,0
11.5,0
11.75,0
12,0
12.25,0
12.5,0
12.75,0
13,0
13.25,0
13.5,0
13.75,0
14,0
14.25,0
14.5,0
14.75,0
15,0
15.25,0
15.5,0
15.75,0
16,0
16.25,0
16.5,0
16.75,0
17,0
17.25,1
17.5,1
17.75,1
18,1
18.25,1
18.5,1
18.75,1
19,1
19.25,1
19.5,1
19.75,2
20,2
20.25,2
20.5,2
20.75,2
21,2
21.25,2
21.5,3
21.75,3
22,4
22.25,4
22.5,4
22.75,4
23,5
23.25,5
23.5,5
23.75,5
24,5
24.25,5
24.5,5
24.75,5
25,5
25.25,5
25.5,5
25.75,6
26,6
26.25,6
26.5,6
26.75,7
27,7
27.25,8
27.5,8
27.75,9
28,10
28.25,11
28.5,11
28.75,11
29,11
29.25,11
29.5,11
29.75,11
30,11
30.25,11
30.5,11
30.75,12
31,12
31.25,12
31.5,14
31.75,14
32,15
32.25,17
32.5,17
32.75,18
33,18
33.25,19
33.5,19
33.75,21
34,22
34.25,22
34.5,25
34.75,27
35,31
35.25,33
35.5,37
35.75,38
36,40
36.25,45
36.5,45
36.75,47
37,50
37.25,52
37.5,56
37.75,61
38,63
38.25,68
38.5,73
38.75,75
39,76
39.25,79
39.5,85
39.75,86
40,90
40.25,99
40.5,105
40.75,107
41,111
41.25,118
41.5,122
41.75,129
42,138
42.25,147
42.5,152
42.75,159
43,165
43.25,180
43.5,188
43.75,196
44,214
44.25,227
44.5,238
44.75,242
45,249
45.25,267
45.5,279
45.75,291
46,307
46.25,324
46.5,344
46.75,366
47,384
47.25,400
47.5,412
47.75,430
48,443
48.25,459
48.5,476
48.75,499
49,519
49.25,542
49.5,565
49.75,589
50,603
50.25,627
50.5,644
50.75,666
51,685
51.25,705
51.5,726
51.75,757
52,778
52.25,799
52.5,820
52.75,838
53,860
53.25,878
53.5,899
53.75,925
54,946
54.25,965
54.5,998
54.75,1019
55,1039
55.25,1071
55.5,1095
55.75,1121
56,1151
56.25,1185
56.5,1210
56.75,1233
57,1255
57.25,1276
57.5,1309
57.75,1333
58,1356
58.25,1380
58.5,1403
58.75,1430
59,1452
59.25,1477
59.5,1500
59.75,1528
60,1553
60.25,1578
60.5,1605
60.75,1627
61,1648
61.25,1676
61.5,1700
61.75,1723
62,1743
62.25,1756
62.5,1777
62.75,1800
63,1819
63.25,1839
63.5,1857
63.75,1875
64,1889
64.25,1902
64.5,1917
64.75,1928
65,1944
65.25,1959
65.5,1968
65.75,1981
66,1998
66.25,2013
66.5,2030
66.75,2046
67,2066
67.25,2077
67.5,2090
67.75,2106
68,2121
68.25,2130
68.5,2138
68.75,2148
69,2156
69.25,2165
69.5,2174
69.75,2189
70,2201
70.25,2214
70.5,2229
70.75,2238
71,2249
71.25,2256
71.5,2264
71.75,2276
72,2281
72.25,2286
72.5,2297
72.75,2306
73,2313
73.25,2321
73.5,2330
73.75,2338
74,2340
74.25,2343
74.5,2346
74.75,2350
75,2354
75.25,2358
75.5,2366
75.75,2370
76,2372
76.25,2380
76.5,2384
76.75,2389
77,2394
77.25,2395
77.5,2399
77.75,2401
78,2406
78.25,2410
78.5,2411
78.75,2414
79,2417
79.25,2420
79.5,2427
79.75,2430
80,2432
80.25,2434
80.5,2435
80.75,2438
81,2439
81.25,2446
81.5,2448
81.75,2449
82,2451
82.25,2452
82.5,2455
82.75,2458
83,2461
83.25,2463
83.5,2466
83.75,2469
84,2469
84.25,2469
84.5,2469
84.75,2473
85,2473
85.25,2474
85.5,2475
85.75,2477
86,2477
86.25,2477
86.5,2478
86.75,2479
87,2480
87.25,2480
87.5,2480
87.75,2482
88,2484
88.25,2484
88.5,2484
