Time,num_recovered
0,0
0.25,0
0.5,27
0.75,47
1,84
1.25,117
1.5,153
1.75,185
2,228
2.25,264
2.5,296
2.75,321
3,356
3.25,399
3.5,435
3.75,472
4,512
4.25,557
4.5,614
4.75,661
5,731
5.25,799
5.5,866
5.75,941
6,1003
6.25,1081
6.5,1166
6.75,1242
7,1329
7.25,1412
7.5,1525
7.75,1609
8,1735
8.25,1845
8.5,1963
8.75,2093
9,2237
9.25,2386
9.5,2561
9.75,2721
10,2880
10.25,3041
10.5,3268
10.75,3495
11,3730
11.25,3978
11.5,4226
11.75,4490
12,4810
12.25,5098
12.5,5411
12.75,5721
13,6053
13.25,6414
13.5,6820
13.75,7255
14,7671
14.25,8140
14.5,8610
14.75,9118
15,9705
15.25,10255
15.5,10880
15.75,11560
16,12271
16.25,12938
16.5,13714
16.75,14557
17,15389
17.25,16261
17.5,17193
17.75,18163
18,19215
18.25,20314
18.5,21467
18.75,22708
19,23957
19.25,25310
19.5,26691
19.75,28188
20,29827
20.25,31458
20.5,33306
20.75,35085
21,36983
21.25,38951
21.5,41026
21.75,43264
22,45590
22.25,48039
22.5,50639
22.75,53321
23,56087
23.25,59019
23.5,62012
23.75,65178
24,68392
24.25,71901
24.5,75596
24.75,79437
25,83286
25.25,87382
25.5,91562
25.75,95962
26,100599
26.25,105442
26.5,110433
26.75,115605
27,121101
27.25,126614
27.5,132476
27.75,138411
28,144499
28.25,150814
28.5,157290
28.75,164119
29,171128
29.25,178348
29.5,185871
29.75,193414
30,201145
30.25,209104
30.5,217335
30.75,225751
31,234395
31.25,243205
31.5,252249
31.75,261283
32,270593
32.25,279949
32.5,289442
32.75,299240
33,309190
33.25,318903
33.5,329066
33.75,339351
34,349530
34.25,359837
34.5,370405
34.75,380904
35,391390
35.25,401951
35.5,412526
35.75,423123
36,433699
36.25,444260
36.5,454872
36.75,465628
37,476039
37.25,486523
37.5,497102
37.75,507525
38,517930
38.25,527953
38.5,538222
38.75,548180
39,557997
39.25,567852
39.5,577516
39.75,586897
40,596280
40.25,605512
40.5,614458
40.75,623350
41,632131
41.25,640822
41.5,649460
41.75,657753
42,666034
42.25,674031
42.5,681987
42.75,689653
43,697138
43.25,704404
43.5,711629
43.75,718589
44,725588
44.25,732353
44.5,738916
44.75,745301
45,751556
45.25,757608
45.5,763478
45.75,769204
46,774802
46.25,780245
46.5,785380
46.75,790491
47,795500
47.25,800356
47.5,805167
47.75,809696
48,814208
48.25,818441
48.5,822621
48.75,826776
49,830709
49.25,834562
49.5,838351
49.75,841944
50,845480
50.25,848857
50.5,852135
50.75,855369
51,858572
51.25,861468
51.5,864342
51.75,867130
52,869910
52.25,872404
52.5,874901
52.75,877373
53,879769
53.25,882101
53.5,884300
53.75,886476
54,888565
54.25,890566
54.5,892558
54.75,894466
55,896318
55.25,898037
55.5,899791
55.75,901399
56,902989
56.25,904570
56.5,905981
56.75,907462
57,908892
57.25,910214
57.5,911536
57.75,912685
58,913836
58.25,915038
58.5,916171
58.75,917285
59,918322
59.25,919229
59.5,920152
59.75,921073
60,921912
60.25,922770
60.5,923595
60.75,924378
61,925174
61.25,925944
61.5,926719
61.75,927407
62,928066
62.25,928688
62.5,929334
62.75,929929
63,930519
63.25,931059
63.5,931577
63.75,932117
64,932621
64.25,933098
64.5,933570
64.75,934034
65,934457
65.25,934900
65.5,935308
65.75,935695
66,936047
66.25,936418
66.5,936780
66.75,937119
67,937460
67.25,937742
67.5,938033
67.75,938306
68,938577
68.25,938866
68.5,939118
68.75,939365
69,939607
69.25,939829
69.5,940039
69.75,940242
70,940468
70.25,940664
70.5,940871
70.75,941073
71,941242
71.25,941401
71.5,941554
71.75,941715
72,941869
72.25,942008
72.5,942140
72.75,942287
73,942414
73.25,942545
73.5,942654
73.75,942762
74,942878
74.25,942982
74.5,943077
74.75,943185
75,943273
75.25,943364
75.5,943467
75.75,943544
76,943625
76.25,943698
76.5,943766
76.75,943840
77,943903
77.25,943965
77.5,944045
77.75,944106
78,944170
78.25,944219
78.5,944273
78.75,944343
79,944404
79.25,944463
79.5,944514
79.75,944557
80,944605
80.25,944640
80.5,944674
80.75,944713
81,944753
