Time,num_cases
0,0
0.25,0
0.5,429
0.75,1021
1,1652
1.25,2304
1.5,2851
1.75,3400
2,3932
2.25,4438
2.5,4915
2.75,5382
3,5851
3.25,6348
3.5,6854
3.75,7393
4,7976
4.25,8584
4.5,9200
4.75,9869
5,10557
5.25,11288
5.5,12033
5.75,12816
6,13718
6.25,14648
6.5,15636
6.75,16697
7,17803
7.25,18948
7.5,20196
7.75,21536
8,22945
8.25,24473
8.5,26109
8.75,27773
9,29576
9.25,31484
9.5,33570
9.75,35628
10,37964
10.25,40338
10.5,42848
10.75,45556
11,48420
11.25,51504
11.5,54714
11.75,58080
12,61604
12.25,65425
12.5,69424
12.75,73744
13,78181
13.25,82945
13.5,87951
13.75,93232
14,99015
14.25,105105
14.5,111518
14.75,118214
15,125392
15.25,132876
15.5,140920
15.75,149231
16,158117
16.25,167553
16.5,177596
16.75,188031
17,198888
17.25,210483
17.5,222855
17.75,235576
18,249224
18.25,263543
18.5,278670
18.75,294705
19,311365
19.25,329025
19.5,347419
19.75,366569
20,386992
20.25,408551
20.5,430950
20.75,454678
21,479263
21.25,505342
21.5,532458
21.75,561111
22,590974
22.25,622573
22.5,655683
22.75,690233
23,726588
23.25,764243
23.5,803615
23.75,845208
24,888754
24.25,933567
24.5,980042
24.75,1028513
25,1079367
25.25,1131807
25.5,1186398
25.75,1243414
26,1302659
26.25,1364101
26.5,1426908
26.75,1492152
27,1559399
27.25,1629138
27.5,1700596
27.75,1774634
28,1851030
28.25,1929554
28.5,2009947
28.75,2092721
29,2177131
29.25,2263761
29.5,2352164
29.75,2442248
30,2534299
30.25,2628008
30.5,2723539
30.75,2819856
31,2917956
31.25,3017043
31.5,3117287
31.75,3218725
32,3320464
32.25,3424159
32.5,3527888
32.75,3631983
33,3735622
33.25,3839700
33.5,3944218
33.75,4047765
34,4151019
34.25,4254301
34.5,4357094
34.75,4458665
35,4559866
35.25,4660451
35.5,4758527
35.75,4856312
36,4952555
36.25,5047761
36.5,5141023
36.75,5232364
37,5322494
37.25,5410015
37.5,5496079
37.75,5580216
38,5661987
38.25,5742510
38.5,5820883
38.75,5896571
39,5971404
39.25,6043433
39.5,6113151
39.75,6180959
40,6246612
40.25,6310184
40.5,6372254
40.75,6432118
41,6490368
41.25,6545907
41.5,6600069
41.75,6651573
42,6701765
42.25,6750157
42.5,6796951
42.75,6841763
43,6884979
43.25,6926602
43.5,6966787
43.75,7004922
44,7041828
44.25,7077304
44.5,7111306
44.75,7143678
45,7174962
45.25,7205037
45.5,7234161
45.75,7261725
46,7288212
46.25,7313645
46.5,7337617
46.75,7360994
47,7383141
47.25,7404466
47.5,7424917
47.75,7444278
48,7462826
48.25,7480867
48.5,7497871
48.75,7514493
49,7530013
49.25,7545108
49.5,7559381
49.75,7572938
50,7586130
50.25,7598731
50.5,7610681
50.75,7622186
51,7633169
51.25,7643661
51.5,7653781
51.75,7663300
52,7672440
52.25,7681339
52.5,7689730
52.75,7697831
53,7705530
53.25,7712927
53.5,7719924
53.75,7726552
54,7732946
54.25,7739094
54.5,7745109
54.75,7750785
55,7756174
55.25,7761445
55.5,7766416
55.75,7771091
56,7775683
56.25,7780063
56.5,7784236
56.75,7788236
57,7792215
57.25,7795875
57.5,7799336
57.75,7802804
58,7805940
58.25,7809120
58.5,7812072
58.75,7814890
59,7817520
59.25,7820210
59.5,7822675
59.75,7825089
60,7827441
60.25,7829729
60.5,7831919
60.75,7833975
61,7835820
61.25,7837662
61.5,7839433
61.75,7841242
62,7842955
62.25,7844476
62.5,7846037
62.75,7847492
63,7848905
63.25,7850241
63.5,7851518
63.75,7852811
64,7853985
64.25,7855162
64.5,7856334
64.75,7857389
65,7858402
65.25,7859330
65.5,7860310
65.75,7861200
66,7862015
66.25,7862867
66.5,7863646
66.75,7864396
67,7865125
67.25,7865827
67.5,7866484
67.75,7867121
68,7867776
68.25,7868368
68.5,7868951
68.75,7869571
69,7870101
69.25,7870657
69.5,7871138
69.75,7871607
70,7872063
70.25,7872470
70.5,7872879
70.75,7873298
71,7873638
71.25,7874026
71.5,7874399
71.75,7874742
72,7875055
72.25,7875357
72.5,7875632
72.75,7875928
