wardNo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
50,0.000659978,0.00102946,0.001048178,0.000791187,0.003014821,0.021729096,0.193249324,0.000672518,0.000617676,0.000467936,0.000505371,0.000205892,0.000134766,0.000224609,0.000242953,0.000542806,0.000262044,0.000411784,0.000673828,0.001590984,0.003006211,0.000631153,0.014477205,0.014137857,0.015107234,0.001562908,0.009200192,0.013177652,0.002951556,0.002882488,0.004028371,0.000579305,0.002193312,0.007321708,0.011893072,0.000767416,0.001280274,0.02963404,0.011055466,0.000224609,0.004220787,0.005852949,0.000166585,0.000400554,0.004306887,0.002115073,0.000926701,0.003842881,0.002523675,0.022262731,0.012495962,0.000181934,0.000280762,5.62E-05,0,0.000823568,0.000992025,0.001722006,0.028843602,0.003520192,0.200850297,0.004909402,0.002077638,0.001890463,0.000393067,0.000378093,0.000318197,0.000262044,0.000131022,0.000168457,0.00014974,0.000224609,0.000580241,0.000457642,0.000542806,0.000490397,0.000280762,0.043165077,0.0141562,0.005540367,0.000299479,0.006938561,0.002141277,0.006015791,0.00338786,0.002788901,0.000524089,0.001684571,0.005147301,0.001609701,0.019243792,0.033728109,0.007279219,0.001553549,0.000336914,0.000336914,0.000374349,0.000299479,0.000746827,0.000527458,0.000377718,0.000542806,0.000115674,0.000318197,0.000284131,0.000265414,0.000321566,0.000524089,0.049506926,0.017285385,0.015872404,0.00125407,0.000692546,0.000542806,0.000467936,0.000580241,0.002096355,0.00213379,0.022511112,0.000336914,0.000345337,0.000429753,0.000359001,0.000377718,0.000321566,0.000359001,0.000115674,0.000438924,0.000195597,0.00017688,0.000479728,0.000329989,0.000416651,0.000445663,0.000393067,0.000486654,0.000393067,0.000655111,0.004991197,0.000355632,0.000374349,0.000411784,0.000411784,0.000449219,0.000430502,0.000411784,0.000542806,0.000393067,0.000542806,0.000636394,0.003612469,0.000711263,0.000430502,0.000393067,0.000449219,0.000524089,9.36E-05,0.000415153,0.000187175,0.000168457,0.000449219,0.000411784,0.000449219,0.000449219,0.000411784,0.000393067,0.000467936,0.000430502,0.000524089,0.000393067,0.000505371,0.000692546,0.000486654,0.000992025,0.000729981,0.000131022,0.000430502,0.000542806,0.000336914,0.000430502,0.000524089,0.000411784,9.36E-05,0.000187175,0.000580241,0.000524089,0.000673828,0.001927898,0.001123047,0.000411784,0.000336914,0.000524089,0.000243327,0.000187175,0.000168457,0.000187175,9.36E-05,0.000804851
51,0.001119433,0.002904335,0.006913917,0.005215422,0.013681327,0.038970194,0.025240633,0.026266952,0.11038176,0.000880586,0.041169596,0.008792191,0.000266962,0.000407793,0.001031735,0.008734414,0.002233191,0.003482107,0.001931925,0.002734099,0.019035518,0.001057529,0.019703567,0.025810151,0.012533264,0.008323783,0.007527799,0.000988918,0.004101148,0.00495233,0.005926804,0.000825388,0.000773802,0.002708305,0.001908453,0.006370966,0.001057529,0.018630562,0.008976098,0.000386901,0.030779247,0.004157378,0.001057529,0.000696421,0.001310562,0.000748008,0.001518457,0.005565697,0.004079998,0.002530331,0.028432048,0.000821261,0.000677334,0.000204799,0.002100097,0.044330059,0.003085405,0.000784119,0.001986091,0.001253043,0.001789545,0.000567454,0.000748008,0.000675271,0.000677592,0.000644835,0.000541661,0.000471245,0.001109116,0.000309521,0.000283727,0.000386901,0.000250196,0.000773802,0.000928562,0.000825388,0.000501681,0.0058974,0.007986922,0.00050555,0.003429488,0.050744616,0.016029041,0.003363457,0.001286832,0.007026118,0.001516651,0.000691263,0.000386901,0.000128967,0.001418378,0.001830041,0.000755746,0.000580351,0.001612087,0.000776381,0.001170246,0.000520511,0.001263876,0.000185712,0.000144443,0.000211506,0.000208926,0.000126388,0.000162498,0.000564875,0.000595827,0.001111695,0.018871988,0.011953944,0.005690021,0.000541661,0.000257934,0.000206347,0.000180554,0.000206347,0.000748008,0.000748008,0.007866982,0.000201188,0.000655152,0.000657731,0.000724794,0.000649993,0.000113491,0.000134126,0.000214085,0.00015476,0.000309521,0.000283727,0.000180554,0.000103174,0.000128967,0.00015476,0.000128967,0.00015476,0.000128967,0.00023214,0.001650777,0.000128967,0.000128967,0.000128967,0.000644835,0.000696421,0.000670628,0.000128967,0.000180554,0.000619041,0.007808689,0.20603266,0.005777718,0.00023214,0.00015476,0.000128967,0.00015476,0.000180554,0.00015476,0.000128967,5.16E-05,0.000283727,0.00015476,0.000128967,0.00015476,0.00015476,0.000128967,0.000128967,0.00015476,0.00015476,0.000180554,0.000128967,0.000180554,0.001109116,0.00015476,0.000335314,5.16E-05,0.000206347,0.00015476,0.000180554,0.000103174,0.00015476,0.000180554,0.000128967,0.000128967,7.74E-05,0.000206347,0.000180554,0.00023214,0.000644835,7.74E-05,0.00015476,0.000103174,0.000180554,7.74E-05,0.000309521,0.000283727,5.16E-05,0.00015476,0.000283727
52,0.000243066,0.000412156,0.000646415,0.017215068,0.011543174,0.004931776,0.004506234,0.00246307,0.000220873,0.002439468,0.095540125,0.033766461,0.003306051,0.000422371,0.000227214,0.006129141,0.000457951,0.000704539,0.001557032,0.000563632,0.003804513,0.001021582,0.003972898,0.002934054,0.033262363,0.004196941,0.001504544,0.001431624,0.00081022,0.000986355,0.001257603,0.00081022,0.000739766,0.000528405,0.001892745,0.001268171,0.001021582,0.003804513,0.001911415,0.000387497,0.001444306,0.000845447,0.000211362,0.000669312,0.001284023,0.000739766,0.001465442,0.001181865,0.00081022,0.022906338,0.001431272,0.082609008,0.092268948,0.003133791,0.014359218,0.034804247,0.041743961,0.002888612,0.001937483,0.001235762,0.001740212,0.000563632,0.000704539,0.000669312,0.000634085,0.000634085,0.000528405,0.000105681,0.000211362,0.000281816,0.000281816,0.000387497,0.000211362,0.000774993,0.000915901,0.00081022,0.000464291,0.006586387,0.009713133,0.00929992,0.044519846,0.002133345,0.011868319,0.008388599,0.026932781,0.046981859,0.000880674,0.002853385,0.008630608,0.002712477,0.002887203,0.004485802,0.000715108,0.000528405,0.000570677,0.000563632,0.000641131,0.000493178,0.001232944,0.000176135,0.000634085,0.000211362,0.000176135,0.000528405,0.000105681,0.000105681,0.000528405,0.000880674,0.015727081,0.006005846,0.02663159,0.010286276,0.00116249,0.000880674,0.003804513,0.000986355,0.000739766,0.000739766,0.037311703,0.000563632,0.000563632,0.000598859,0.000598859,0.000634085,0.000105681,0.000140908,0.000176135,0.000140908,0.000317043,0.000281816,0.00081022,0.000528405,0.000140908,0.000634085,0.000563632,0.000739766,0.000598859,0.000986355,0.007221529,0.000528405,0.000563632,0.000598859,0.000598859,0.000669312,0.000634085,0.000598859,0.00081022,0.000563632,0.00081022,0.01877351,0.026032731,0.001056809,0.000634085,0.000598859,0.000669312,0.000774993,0.000140908,0.000598859,0.000281816,0.000246589,0.000669312,0.000598859,0.000140908,0.000669312,0.000140908,0.000563632,0.000704539,0.000634085,0.000774993,0.000563632,0.000739766,0.001021582,0.000704539,0.000317043,0.001092036,0.000951128,0.000634085,0.00081022,0.000493178,0.000634085,0.000774993,0.000634085,0.000140908,0.000281816,0.000880674,0.000774993,0.000211362,0.000598859,0.001655668,0.000640426,0.030732714,0.000774993,0.000387497,0.000281816,0.000246589,0.000281816,0.000140908,0.001197717
53,0.000364906,0.000560089,0.000513415,0.003836325,0.011058076,0.006704093,0.003670561,0.001496116,0.000298148,0.002695498,0.039829948,0.045248665,0.000191505,0.000146245,0.000282873,0.005969754,0.000113149,0.000961769,0.001793416,0.00073547,0.005204865,0.001414366,0.001156951,0.0028887,0.032648366,0.003722044,0.001845747,0.002068368,0.000239028,0.001357791,0.001654808,0.000226298,0.001018343,0.00073547,0.002449681,0.000367735,0.001414366,0.005176578,0.002545858,0.000113149,0.001838675,0.00115978,0.000282873,0.000198011,0.001725526,0.000990056,0.000441282,0.001582675,0.001103205,0.033660486,0.001780686,0.097542851,0.156760922,0.007420045,0.031312922,0.047324671,0.011032051,0.003931936,0.00263072,0.001676872,0.002383489,0.000763757,0.000961769,0.000905194,0.000876907,0.000169724,0.00073547,0.000113149,0.00031116,8.49E-05,0.000367735,0.000509172,0.000282873,0.000226298,0.000254586,0.001103205,0.000650608,0.004250168,0.001133473,0.012616141,0.080110513,0.004127684,0.069810254,0.021473181,0.007755815,0.007519899,0.001188067,0.003875362,0.002409513,0.00367735,0.003111604,0.001074918,0.000933481,0.00073547,0.000763757,0.00073547,0.000848619,0.000678895,0.001668951,0.000254586,0.000169724,0.000254586,0.000254586,0.000169724,0.000141437,0.000113149,0.000141437,0.001188067,0.021390299,0.006660247,0.036184562,0.002890397,0.001584089,0.001216354,0.001074918,0.001329504,0.000990056,0.000990056,0.010471397,0.000763757,0.000169724,0.000169724,0.000820332,0.000169724,0.000141437,0.000169724,0.000254586,0.000198011,0.00042431,0.000367735,0.001074918,0.00073547,0.000198011,0.000961769,0.000848619,0.001074918,0.000876907,0.001442653,0.010805753,0.000763757,0.000848619,0.000905194,0.000905194,0.000990056,0.000933481,0.000905194,0.001188067,0.000848619,0.001584089,0.001414366,0.008005309,0.001555802,0.000933481,0.000876907,0.000990056,0.000254586,0.000226298,0.000905194,0.00042431,0.000367735,0.000198011,0.000905194,0.000198011,0.000226298,0.000198011,0.000848619,0.001046631,0.000198011,0.00115978,0.000848619,0.001131492,0.001527515,0.000226298,0.000452597,0.001640664,0.000282873,0.000198011,0.001188067,0.000763757,0.000961769,0.000254586,0.000198011,0.000198011,0.00042431,0.000282873,0.000254586,0.00031116,0.000905194,0.002489283,0.000933481,0.00073547,0.00115978,0.000565746,0.00042431,0.000367735,0.00042431,0.000226298,0.000367735
54,0,0,2.77E-05,7.44E-05,0.000387994,0.000307932,0.000245319,1.39E-05,0.000152426,0.000175521,0.005810677,0.007884599,0,3.23E-05,0,0.000265335,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0.000205288,5.13E-05,0.000205288,0.000340265,0.004339789,0.000438803,0,0.00010675,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0.000102644,5.13E-05,5.13E-05,0.000205288,0.000102644,0,0.000359254,5.13E-05,0,5.13E-05,5.13E-05,5.13E-05,0.000102644,5.13E-05,5.13E-05,0.000679503,0.000207854,0.00909118,0.009487899,0.015499245,0.038584395,0.000102644,0.000111882,0.000821152,0.000102644,5.13E-05,0.000111882,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0,0,0,0,0,0,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0.000157559,5.13E-05,0.00051322,0.003770114,0.244320964,0.344159197,0.05562792,0.03664391,0.049187521,0.13542491,0.00076983,0.00051322,0.000153966,0.000153966,0.000205288,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0,5.13E-05,0,0,5.13E-05,5.13E-05,0,5.13E-05,5.13E-05,0.000923796,0.000307932,0.00153966,0.000564542,0.000404931,0.00025661,5.13E-05,5.13E-05,0.000205288,5.13E-05,0.002155524,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0,5.13E-05,0,0,0,0,5.13E-05,5.13E-05,5.13E-05,0.000205288,0.000205288,0.00025661,0.000205288,5.13E-05,0.002412134,0.000153966,0.000205288,0.000205288,0.000205288,0.000205288,0.000205288,0.000205288,0.00025661,0.000205288,0.00641525,0.001488338,0.00179627,5.13E-05,0.000205288,5.13E-05,0.000205288,5.13E-05,5.13E-05,5.13E-05,0,0.000102644,5.13E-05,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0.000205288,5.13E-05,5.13E-05,0.00025661,0.000205288,0.00025661,0.000359254,0.00025661,0.00051322,0.000359254,0.000307932,0.000205288,0.00025661,0.000153966,5.13E-05,5.13E-05,5.13E-05,5.13E-05,0.000102644,5.13E-05,5.13E-05,5.13E-05,0.000205288,0.000564542,0.000975118,0.000153966,0.00025661,0.000102644,0.000102644,0.000102644,0.000102644,5.13E-05,0.000102644
55,2.44E-05,2.44E-05,0.002893758,4.87E-05,3.53E-05,0.000340987,0.000245997,0.000562871,0.002367664,0.000140779,0.001352742,0.000247946,2.44E-05,2.87E-05,2.44E-05,8.55E-05,2.44E-05,4.87E-05,7.31E-05,4.87E-05,0.000267918,7.31E-05,0.000267918,0.000340987,0.001487676,0.000186568,2.44E-05,5.97E-05,4.87E-05,7.31E-05,7.31E-05,4.87E-05,4.87E-05,0.000194849,0.000121781,9.74E-05,7.31E-05,0.000267918,0.000121781,2.44E-05,0.000462767,0.000292274,2.44E-05,4.87E-05,9.74E-05,4.87E-05,9.74E-05,7.31E-05,6.41E-05,0.001283814,0.000136151,0.002042753,0.002014013,0.003195531,0.045245747,0.048571096,0.002035446,0.029649266,0.000146137,9.94E-05,0.000121781,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,2.44E-05,2.44E-05,2.44E-05,2.44E-05,2.44E-05,7.31E-05,4.87E-05,7.31E-05,4.87E-05,0.000170493,0.000307375,0.000267918,0.000633261,0.008228005,0.320054587,0.143908738,0.165699726,0.044109044,0.067155349,0.037374316,0.002751761,0.000584548,0.000194849,0.000146137,0.000267918,0.000219206,0.000170493,4.87E-05,4.87E-05,4.87E-05,2.44E-05,9.74E-05,7.31E-05,4.87E-05,7.31E-05,2.44E-05,4.87E-05,0,2.44E-05,2.44E-05,7.31E-05,0.001120384,0.00165622,0.00185107,0.000721674,0.016847657,0.000292274,0.000267918,0.00031663,0.000243562,0.000243562,0.002586139,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,4.87E-05,2.44E-05,2.44E-05,4.87E-05,4.87E-05,4.87E-05,0.000219206,0.000194849,0.000243562,0.000219206,0.000340987,0.002557399,0.000194849,0.000194849,0.000219206,0.000219206,0.000243562,0.000219206,0.000219206,0.000292274,0.000199234,0.006624881,0.001583152,0.001919511,0.000365343,0.000219206,0.000194849,0.000243562,0.000267918,0.000243562,0.000219206,9.74E-05,9.74E-05,0.000243562,0.000219206,0.000243562,0.000243562,0.000219206,0.000194849,0.000243562,0.000219206,0.000267918,0.000194849,0.000267918,0.000365343,0.000258906,0.000726301,0.000446692,0.000391404,0.000219206,0.000292274,0.000170493,0.000219206,0.000267918,0.000219206,0.000219206,9.74E-05,0.00031663,0.000267918,0.000365343,0.001042688,0.000634966,0.001064852,0.000834686,0.001341538,0.000121781,9.74E-05,0.000414055,9.74E-05,4.87E-05,0.000414055
56,3.97E-05,6.61E-05,0.000309533,0.00017391,0.002472366,0.006887167,0.100553054,0.099910711,0.002997071,0.000138864,0.000152089,5.95E-05,3.97E-05,6.61E-05,3.97E-05,0.000158701,7.94E-05,0.000125638,0.000198376,9.92E-05,0.00067448,0.000178539,0.000735977,0.001091666,0.002759945,6.13E-05,0.00079549,0.00016862,0.000354366,0.000171926,0.000254451,0.000145476,0.000132251,0.000464069,0.000317402,0.000224827,0.000178539,0.00067448,0.000330627,6.61E-05,0.001110908,0.000714155,0.000185151,0.000119026,0.000224827,0.000125638,0.00026146,0.000244201,0.000153808,0.000218214,0.000719908,0.005633098,0.009936147,7.39E-05,3.28E-05,0.00612322,0.007346541,0.002473093,0.00033724,0.000214577,0.001474598,9.92E-05,0.000614967,0.000112413,0.000555454,0.000112413,9.26E-05,7.94E-05,3.97E-05,5.29E-05,0.000224827,6.61E-05,0.000171926,0.000132251,0.000158701,0.000145476,0.000409978,0.000443041,0.000681092,0.001633299,0.000444099,0.368315499,0.148980778,0.138524025,0.004758588,0.002838106,0.000747218,0.002426805,0.001520886,0.002446643,0.000403365,0.00067448,0.000588517,0.000462878,0.000476103,0.000469491,0.000542229,8.60E-05,0.000218214,0.000158701,0.000112413,0.000165314,0.000152089,9.26E-05,8.60E-05,7.94E-05,9.26E-05,0.000158701,0.002764045,0.00417913,0.004688297,0.001811838,0.000991882,0.000767056,0.000667867,0.000833181,0.000614967,0.000628192,0.006572873,9.92E-05,9.92E-05,0.000105801,0.000105801,0.000112413,9.26E-05,0.000105801,0.000152089,0.000125638,0.000251277,0.000224827,0.000138864,9.26E-05,1.98E-05,0.000105801,9.26E-05,0.000119026,9.92E-05,0.000158701,0.005852105,8.60E-05,9.26E-05,9.92E-05,0.000489329,0.000529004,0.000509166,9.92E-05,0.000641417,0.000462878,0.002272931,0.00540232,0.004324607,0.000171926,0.000515779,9.92E-05,0.000112413,0.000132251,0.000119026,9.92E-05,4.63E-05,0.000198376,0.000112413,9.92E-05,0.000112413,0.000112413,9.92E-05,9.26E-05,0.000112413,0.000105801,0.000132251,9.26E-05,0.000125638,0.000826569,0.000119026,0.000244664,0.000185151,0.000158701,0.000105801,0.000132251,8.60E-05,0.000105801,0.000125638,0.000105801,9.92E-05,0.000224827,0.000145476,0.000125638,0.000165314,0.000476103,0.000277727,0.000489329,0.000122795,0.000132251,0.000297565,0.000224827,0.000198376,0.000224827,0.000112413,0.000198376
57,0.000153974,0.000290839,0.001021873,0.000513246,0.000386988,0.003604527,0.00216453,0.060031137,0.000958572,0.000530354,0.000119757,0.000239515,0.004771648,0.00109578,0.000258847,0.000618975,0.000307948,0.00047903,0.000769869,0.00037638,0.002600447,0.000701436,0.002712163,0.003527711,0.001534606,0.000242936,0.000214366,0.000547462,0.000564571,0.000684328,0.000807165,0.000547462,0.000513246,0.001803204,0.001214682,0.000872518,0.000701436,0.002795138,0.001531013,0.000281601,0.004825197,0.003153555,0.000704516,0.000461921,0.00085541,0.000502981,0.001021531,0.000835907,0.000564571,0.020035414,0.000169371,0.004208617,0.007442067,0.000277153,3.42E-05,0.023643534,0.032477524,0.034748296,0.001317331,0.000833512,0.005997622,0.00037638,0.00237804,0.000512562,0.002215512,0.000434206,0.000362352,0.000311027,0.000167318,0.000215221,0.000864991,0.000292379,0.000711359,0.000526248,0.000618975,0.000554306,0.001606289,0.005416285,0.005084728,0.031022301,0.00883228,0.004913475,0.006244493,0.0054233,0.018357099,0.008310309,0.010391521,0.039348178,0.026707099,0.013033883,0.00440194,0.006645338,0.002301908,0.001802691,0.002387963,0.001903801,0.002890088,0.000662772,0.000898865,0.001139919,0.000442247,0.000646006,0.00061658,0.000415558,0.000414018,0.000356364,0.000450459,0.000751563,0.068847848,0.038974363,0.040111888,0.024309043,0.013705038,0.005794377,0.004463187,0.006915648,0.006487772,0.005437842,0.061263612,0.000412308,0.001247017,0.0021931,0.000736166,0.00066414,0.00038579,0.001488413,0.002120219,0.001073369,0.001801322,0.001791571,0.001720572,0.00174247,0.004383805,0.003680145,0.000848054,0.001830064,0.001133076,0.001286537,0.039245015,0.001988657,0.002508233,0.003019255,0.005336048,0.005244861,0.006003781,0.003462016,0.00335988,0.004511261,0.000615895,0.000718544,0.033927102,0.002982302,0.003285288,0.002342626,0.002982302,0.003087859,0.001739733,0.001839474,0.000330188,0.001760092,0.002105848,0.003004713,0.002882732,0.00224682,0.001183545,0.001803375,0.003172374,0.002538515,0.00292037,0.001095096,0.00289505,0.005544939,0.003460818,0.006228069,0.003314543,0.001539054,0.000850278,0.000765934,0.000871834,0.000634201,0.000804941,0.00062462,0.002477439,0.002568454,0.000751734,0.001284826,0.001652652,0.006502998,0.003608975,0.00669461,0.00037638,0.002952191,0.003797507,0.002107046,0.001635373,0.001130168,0.000558241,0.002712847
58,0.000154812,0.00025802,0.00025802,0.00051604,0.000314268,0.003354257,0.001367505,0.000619247,0.000154812,0.000103208,0.00012901,0.000232218,0.000161778,0.000368452,0.000534101,0.00012901,0.000309624,0.000464436,0.000774059,0.000361228,0.002670763,0.000696653,0.002683406,0.003302653,0.290673205,0.022182734,0.000861786,0.000541842,0.000567643,0.000670851,0.000799861,0.000546486,0.00051604,0.000371548,0.001212693,0.000877267,0.000696653,0.008121172,0.004457292,0.000329749,0.006343932,0.003194543,0.000169777,0.000474756,0.00085611,0.000495398,0.00214466,0.000752902,0.000567643,0.006631108,0.016059409,0.000851465,0.001522317,0.000283822,2.58E-05,0.000928871,0.006310648,0.067023732,0.001315901,0.001327512,0.001233335,0.00038703,0.002373782,0.001756341,0.000624924,0.00047166,0.000371032,0.000314268,0.000198159,0.000278145,0.000200739,0.000272985,0.000149135,0.0005212,0.000629052,0.000614087,0.000421862,0.002610902,0.003403281,0.015875698,0.002620191,0.004876574,0.006218276,0.029342008,0.018324564,0.025899767,0.005546909,0.021698947,0.01072356,0.003462109,0.002516209,0.003517326,0.000497462,0.000381353,0.000760642,0.000438118,0.001024597,0.000654854,0.00109581,0.000332329,0.000448438,0.000623892,0.000138815,0.000380321,0.000131074,0.000332329,0.000420056,0.000696137,0.066888529,0.020385884,0.024115302,0.013646408,0.007913724,0.004143023,0.003320198,0.004278484,0.003375931,0.001909862,0.038949374,0.000415412,0.000757288,0.001217337,0.000610733,0.000499268,8.72E-05,0.001292937,0.001009115,0.000626472,0.000405865,0.000504429,0.000982281,0.000571256,0.00156747,0.001669388,0.000777672,0.001282874,0.000845273,0.001039046,0.009996718,0.001426333,0.000926291,0.001217337,0.001178892,0.001214499,0.001468391,0.003141649,0.00177724,0.003888874,0.003101398,0.003766573,0.025766112,0.001314869,0.001631717,0.001183021,0.001408272,0.001593788,0.00145549,0.001047818,0.000320461,0.000701556,0.001301452,0.001449813,0.001418593,0.001314353,0.001015566,0.00088991,0.001089101,0.000965252,0.001579081,0.000708522,0.001422463,0.005456344,0.00425939,0.005271602,0.002426418,0.00138118,0.000790315,0.000739227,0.002263091,0.000625698,0.000782832,0.000805796,0.001117484,0.004441552,0.000753676,0.001111807,0.001386598,0.005047899,0.002961551,0.005666372,0.004492898,0.004706023,0.002508726,0.001700608,0.001518188,0.001362602,0.000565579,0.001652101
59,0.000472847,0.000773749,0.000773749,0.001590485,0.000967187,0.010682038,0.000912379,0.000408368,0.000451354,0.000343889,0.000365382,0.000150451,0.00012294,0.000181616,0.000451354,0.000408368,0.00097299,0.001516119,0.002461812,0.001182117,0.0083019,0.002235276,0.008803547,0.010510094,0.004771454,0.000928069,0.002243013,0.00895013,0.001818741,0.002149304,0.002613768,0.001768232,0.001633471,0.001185986,0.003868746,0.002784208,0.000457157,0.008087829,0.003913882,0.000176243,0.003511962,0.001813582,0.000451354,0.000300902,0.002733484,0.001568992,0.003153458,0.002459448,0.009128522,0.013944896,0.00049434,0.000558819,0.000223528,4.30E-05,0.021105301,0.000627167,0.000730763,0.001293451,0.021536021,0.002612263,0.01922638,0.00120361,0.001547499,0.001445622,0.00143423,0.000279409,0.001160624,0.000201605,0.000111764,0.000133257,0.000563118,0.000795242,0.0004621,0.000343889,0.000408368,0.001771026,0.001041338,0.005798391,0.013769513,0.004785639,0.000236423,0.111925411,0.00464529,0.003569563,0.002536178,0.009912158,0.000386875,0.006146793,0.005335001,0.017164768,0.010737276,0.002518984,0.001506662,0.001179968,0.001491617,0.001259492,0.001416391,0.001104742,0.00268448,0.000410517,0.000288007,0.000408368,0.00039977,0.000249319,0.000275111,0.000281559,0.000245021,0.000515833,0.044501544,0.014514247,0.126235688,0.004846894,0.000519702,0.008987743,0.00652593,0.012926556,0.012950628,0.005328123,0.040093538,0.000496489,0.001268089,0.000386875,0.000318097,0.000352486,0.000240722,0.000288007,0.000395472,0.000550866,0.000700673,0.000711205,0.000633615,0.000531523,0.000369895,0.000482519,0.000285213,0.000392463,0.00030907,0.001089697,0.023469965,0.001392964,0.000456297,0.001445836,0.002812149,0.005575723,0.006408363,0.009317661,0.010917602,0.005505441,0.000412236,0.023782903,0.040648058,0.012166562,0.005906931,0.001429072,0.001256483,0.001474207,0.000407938,0.000392033,0.000132827,0.001054018,0.000984381,0.000881214,0.001041552,0.001300544,0.000721091,0.000853488,0.001693436,0.003234057,0.004552225,0.001938457,0.009407072,0.012101653,0.006346463,0.006713994,0.006717433,0.002493622,0.001014041,0.000684338,0.000975784,0.000553016,0.000848115,0.003091343,0.000896474,0.006047065,0.000629101,0.001321607,0.002517049,0.014449123,0.00239282,0.003026864,0.002696516,0.003614054,0.007842809,0.002407865,0.001837655,0.001450565,0.000420189,0.00070841
60,0.000478109,0.000787473,0.000793098,0.001712192,0.004935769,0.056667127,0.008175377,0.002126459,0.000478109,0.000343113,0.000393737,0.000783254,0.000511295,0.000168744,0.000486546,0.000459828,0.001070963,0.001743409,0.002699627,0.001220583,0.010077687,0.002306452,0.050000605,0.010743383,0.004893583,0.002926025,0.002969336,0.00333973,0.002326702,0.011305864,0.014740934,0.002046586,0.001666912,0.001399171,0.005404878,0.002972148,0.002357076,0.008818293,0.006124291,0.000928093,0.017891951,0.00198837,0.000537169,0.000309364,0.003366448,0.001608133,0.00368228,0.014011959,0.002015369,0.004641873,0.000528169,0.000753724,0.001144648,5.34E-05,0.172720413,0.001246739,0.000825722,0.001798251,0.004274854,0.013926181,0.004999892,0.001280488,0.001670568,0.001613757,0.001617414,0.001406202,0.001186834,0.000208118,0.000171557,0.000247492,0.000658103,0.000852158,0.000466859,0.001698692,0.00043311,0.002053055,0.00109965,0.007182317,0.002771905,0.01347704,0.000931187,0.171055751,0.013368762,0.027319692,0.002587412,0.01130052,0.000545606,0.006861984,0.007110038,0.002689783,0.007357811,0.00906944,0.001645256,0.001192459,0.001634007,0.001245895,0.00160307,0.001274019,0.003189266,0.000897157,0.000286865,0.000427485,0.000404986,0.000258741,0.000284053,0.000250304,0.000284053,0.002072742,0.035812027,0.011250178,0.019074005,0.007422496,0.002858527,0.002713689,0.002390543,0.0014782,0.003087738,0.001689692,0.017636023,0.000284053,0.000284053,0.000354363,0.000340301,0.000317802,0.000230617,0.000286865,0.000404986,0.000368425,0.000663727,0.000601854,0.000395143,0.000301771,0.000293896,0.001463294,0.001293706,0.001631194,0.001349954,0.000492171,0.01676249,0.001191897,0.001306362,0.001371891,0.001371891,0.000369831,0.001449794,0.001096275,0.002600349,0.001688005,0.001431232,0.002280016,0.01558353,0.001688567,0.001597164,0.000298115,0.001512511,0.000387549,0.000309364,0.000286303,0.00014062,0.000562481,0.000314427,0.000286303,0.000320614,0.000309364,0.00028124,0.00028124,0.000331301,0.000303177,0.001807813,0.001377515,0.000862846,0.00116546,0.000602979,0.000994185,0.000928937,0.000627447,0.000329051,0.000365613,0.000224992,0.000320614,0.000365613,0.000312177,0.00028124,0.000710976,0.000393737,0.000365613,0.000627166,0.002306734,0.000924156,0.001581977,0.000338332,0.000579074,0.00138764,0.000695507,0.000562481,0.000635603,0.000309364,0.000578793
