wardNo,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198
160,0.000229971,0.000361382,0.000364668,0.0007819,0.000427088,0.000974418,0.000553901,0.000180691,0.001018441,0.000762188,0.000827894,0.000344956,0.000518748,0.000796355,0.000419861,0.000887029,0.000471604,0.000709131,0.001151167,0.000546673,0.00551453,0.00032163,0.004420856,0.000887029,0.000427088,0.000605315,0.000256089,0.001425489,0.000845799,0.000936309,0.001391651,0.001134741,0.000733442,0.000599895,0.002074006,0.001251369,0.001080369,0.055539211,0.016489877,0.00305171,0.050359288,0.008645744,0.000971461,0.000680056,0.001233299,0.000743791,0.001801655,0.001301469,0.000788471,0.000246397,0.000786499,0.000246397,0.000427088,6.57E-05,0.000180691,0.000229971,0.000328365,0.001119464,0.002133799,0.001246769,0.001804776,0.003328824,0.000781736,0.000872081,0.000787649,0.002621172,0.002951673,0.000899349,0.002291,0.001144925,0.002210346,0.004275482,0.001994666,0.001702439,0.002232193,0.002999309,0.00086124,0.00095717,0.001057536,0.003511651,0.000501993,0.002399579,0.00156035,0.001489552,0.004877019,0.039577445,0.000994294,0.003592305,0.003053517,0.000984767,0.000948629,0.001473619,0.000699439,0.002662731,0.000732128,0.003689385,0.00369382,0.00284063,0.002831266,0.005414493,0.004456501,0.005628366,0.006031143,0.003198234,0.003586063,0.002565158,0.00292769,0.007641758,0.097623993,0.008223584,0.008716707,0.003571936,0.001512878,0.001297527,0.001076591,0.001678128,0.001637719,0.004408208,0.053910855,0.002940338,0.002920955,0.002909456,0.006609683,0.006659948,0.003359049,0.003996396,0.006620689,0.007099192,0.011137804,0.010248639,0.012413484,0.00445568,0.004337738,0.006226454,0.001067228,0.004602204,0.003484547,0.005341395,0.044679014,0.00375657,0.004785359,0.004778953,0.004579536,0.001894301,0.00176831,0.001542117,0.001459163,0.002145954,0.000187262,0.001060329,0.029267371,0.002592097,0.001832373,0.004726553,0.005762899,0.006666026,0.005466729,0.006129538,0.002097825,0.037283982,0.02132698,0.019728191,0.007601842,0.005470343,0.004374533,0.004542083,0.005285053,0.006411087,0.002455922,0.002090761,0.002106038,0.007893576,0.002668152,0.002205582,0.001175314,0.001003822,0.001190591,0.001281922,0.004177416,0.003859892,0.004538798,0.00311988,0.006980757,0.009173363,0.004650334,0.002160245,0.001133262,0.003162424,0.001837136,0.005575473,0.002537397,0.007336883,0.003456951,0.003090148,0.002481218,0.002121643,0.003634685,0.017421093
161,0.00012613,0.000175624,0.00084619,0.000423095,0.00109366,0.002362945,0.001241345,0.00045343,0.000510907,0.00039276,0.000405532,0.000175624,0.000205321,0.000305906,0.000697069,0.000447044,0.000235975,0.000423095,0.000646617,0.000295368,0.001989344,0.000643264,0.002466244,0.002123457,0.001021814,0.000456943,0.000160457,0.000730916,0.000533898,0.00046301,0.000884508,0.001267848,0.000367214,0.000300477,0.001085678,0.002962942,0.000547629,0.01670267,0.008721822,0.001613668,0.02825348,0.003894549,0.000664818,0.000335283,0.002959429,0.000379508,0.001043049,0.000924422,0.00040202,0.000590736,0.000440817,0.000111761,0.000207556,0.000159658,0.000399146,0.000542839,0.00076189,0.001737084,0.001336341,0.000777537,0.000906541,0.002999184,0.001794721,0.001615744,0.001579022,0.001776839,0.002029578,0.001177641,0.000909734,0.001118248,0.003645961,0.004867188,0.002939632,0.001925162,0.002332291,0.0021969,0.001167103,0.001492647,0.000564393,0.001671784,0.000235017,0.003126272,0.000812342,0.003447186,0.011560869,0.038113348,0.000534537,0.001854433,0.0014679,0.001597862,0.000514579,0.000780411,0.001684077,0.001339534,0.001429901,0.001406591,0.001642247,0.001345601,0.003592794,0.002848147,0.001679288,0.00238418,0.00235129,0.001541023,0.001974177,0.003087795,0.002898759,0.002368214,0.052121941,0.01343047,0.004531267,0.001755764,0.00084619,0.000693716,0.002077636,0.000939111,0.002331971,0.002269066,0.027016127,0.001594988,0.00164544,0.001663322,0.004593693,0.004416472,0.001388869,0.00178562,0.002511587,0.002591257,0.004109609,0.004505881,0.003821745,0.008140825,0.003898061,0.003477521,0.00174842,0.002505041,0.001839744,0.002957194,0.024418165,0.002052729,0.002713874,0.009289887,0.002386575,0.002484605,0.002162574,0.001984555,0.00083661,0.001072586,0.000424691,0.002461135,0.016722308,0.000952203,0.002443413,0.00278157,0.010072692,0.012068583,0.010266837,0.009207184,0.003552081,0.017776373,0.011603178,0.010481099,0.011707595,0.010275299,0.002388491,0.002322232,0.002998865,0.002436548,0.002861239,0.00211276,0.00251047,0.005167665,0.003316106,0.004563358,0.011703125,0.003625844,0.023459096,0.031025949,0.007801232,0.034084846,0.007080853,0.007859347,0.010739746,0.0045062,0.010276417,0.007761956,0.004928497,0.02733752,0.06357536,0.020956769,0.035379995,0.01867988,0.017483719,0.004337122,0.006164413,0.003927438,0.001765663,0.016696283
162,0.000140768,0.000201097,0.000205566,0.000509446,0.000252489,0.002544998,0.001284788,0.000473696,0.000536259,0.000415601,0.000466993,0.000178753,0.000359741,0.000364433,0.000964373,0.000469227,0.000265895,0.000442414,0.000770873,0.000328459,0.002214528,0.000662504,0.003063605,0.002279102,0.001094863,0.000657141,0.000195958,0.001240994,0.000645522,0.000491571,0.001108716,0.001735693,0.000384319,0.000319074,0.001266913,0.000739591,0.00059212,0.018182545,0.034423385,0.00226659,0.050632496,0.001179324,0.000318181,0.000357506,0.000652002,0.000430795,0.001488567,0.001240994,0.000430572,0.00064798,0.000768415,0.000134065,0.000223441,0.000178753,0.000424539,0.000580948,0.000832543,0.000963256,0.001367461,0.000998336,0.001018223,0.007917423,0.002522207,0.00042007,0.001737034,0.000721045,0.002580525,0.000647757,0.000992303,0.000648874,0.001505548,0.002094987,0.003485239,0.000885275,0.00088103,0.00077132,0.001262444,0.001931651,0.00079858,0.002739615,0.000292038,0.003272076,0.004002506,0.00373527,0.012389827,0.049795484,0.000737357,0.002885969,0.002661411,0.002000471,0.000858238,0.002959705,0.001811663,0.001470245,0.001664862,0.001487673,0.001704188,0.000361305,0.008582608,0.003153205,0.000788748,0.002964397,0.002965291,0.002061917,0.003022716,0.003577521,0.003595619,0.002484222,0.073957322,0.018415371,0.008526525,0.002755033,0.001232726,0.000998336,0.002401772,0.0037489,0.00306003,0.0032256,0.041832479,0.001691452,0.002139898,0.002023262,0.00929494,0.010975219,0.001781498,0.002105712,0.003511158,0.003784427,0.005554083,0.004897612,0.005583131,0.003960946,0.00531299,0.006150672,0.002225253,0.003407482,0.002387025,0.003493283,0.029356404,0.003307827,0.003952232,0.01139082,0.004059707,0.003455298,0.003291739,0.002624319,0.001316517,0.000836565,0.000549442,0.002562203,0.017803812,0.001698378,0.003423569,0.004278233,0.012522104,0.01558124,0.012545118,0.011439977,0.001035651,0.019409909,0.014494421,0.013272197,0.013711929,0.012861511,0.009607087,0.003639414,0.005142281,0.003362793,0.004511059,0.002424563,0.003348046,0.01118503,0.002438863,0.003891903,0.003794259,0.007127111,0.002306586,0.003531938,0.007987584,0.012314303,0.019490571,0.008467983,0.012395636,0.004732713,0.022050316,0.003378211,0.004469499,0.013200472,0.003811687,0.008106678,0.001641848,0.00560905,0.007404849,0.005908908,0.004491172,0.005858634,0.002029072,0.007686161
163,0.000209299,0.000267087,0.000267087,0.000585163,0.001143617,0.000784264,0.000366152,0.000155396,0.000169964,0.000604587,0.000135971,0.000267087,0.000345513,0.000418355,0.000452348,0.000145684,0.000354497,0.000556026,0.000886242,0.000417627,0.002904933,0.000547528,0.003986877,0.003205041,0.000315648,0.000249605,0.0002025,0.000919264,0.000678643,0.000704138,0.001663222,0.00187932,0.000558454,0.000417141,0.001483546,0.000985793,0.000847393,0.024546972,0.009683594,0.00226611,0.018265092,0.003548126,0.000847636,0.000509893,0.000922663,0.000703652,0.001855039,0.001395164,0.000607015,0.000898383,0.000586134,0.000169964,0.000315648,4.86E-05,0.000607015,0.000169964,0.000255918,0.002462054,0.001971586,0.001371855,0.001296585,0.003985906,0.000778922,0.000507465,0.000507465,0.000636638,0.000522033,0.000413984,0.000900325,0.000516934,0.001444211,0.001820803,0.001418473,0.000727204,0.000776251,0.000754156,0.000378778,0.000688355,0.000790577,0.002261011,0.000357411,0.00433676,0.001248509,0.005211105,0.00370765,0.052882449,0.000743472,0.001140218,0.002124554,0.000678643,0.000633967,0.000990406,0.000536602,0.000434623,0.000524461,0.000780136,0.001045523,0.000421269,0.001860138,0.000870946,0.000652177,0.000935532,0.00345586,0.000681071,0.002111685,0.00195119,0.002252027,0.000882115,0.075096054,0.006347924,0.006782304,0.001119093,0.001152358,0.000961512,0.00086269,0.001348302,0.001330578,0.003399529,0.04097038,0.002398925,0.001654724,0.000548985,0.002698062,0.00322398,0.002082548,0.002490463,0.001051351,0.003575563,0.005824676,0.00216753,0.004753173,0.00330532,0.001567314,0.004155141,0.002383628,0.003462173,0.002495804,0.004234296,0.033656573,0.002948638,0.003298036,0.003988091,0.003410455,0.003491067,0.003273998,0.001161342,0.001175182,0.000714821,0.000631296,0.003486939,0.022730782,0.004596806,0.00344639,0.003985177,0.004716995,0.005925927,0.003729259,0.003536229,0.001151144,0.006537313,0.005902617,0.00469927,0.016454729,0.015227344,0.003097721,0.003207712,0.004395034,0.003423567,0.00419739,0.003025122,0.003581391,0.008009932,0.004692229,0.005979101,0.003221552,0.009300204,0.003062271,0.058471846,0.003069798,0.015036741,0.06016639,0.002328511,0.014034923,0.005915972,0.038907741,0.006634435,0.010857805,0.039209307,0.028222572,0.003453675,0.00324219,0.021107866,0.013298007,0.009436661,0.010056302,0.011467248,0.002649986,0.007252377
164,0.000206624,0.000268027,0.000248534,0.000553109,0.001834764,0.000838192,0.000447361,0.000126703,0.000146196,0.000562856,0.00014376,0.000243661,0.000307012,0.000527281,0.000256331,0.00012183,0.000343561,0.000518997,0.000855248,0.00038742,0.002792349,0.00214007,0.008818561,0.002997024,0.000292393,0.001030684,0.000238056,0.001623997,0.001119376,0.000657883,0.003119342,0.003610805,0.000553109,0.000396436,0.001444907,0.000994135,0.000799206,0.027039493,0.00937435,0.003026751,0.036216235,0.00073951,0.000797501,0.000487321,0.000897889,0.000859878,0.002976557,0.002447813,0.000571384,0.000828446,0.001390814,0.000170562,0.000292393,4.87E-05,0.00012183,0.000170562,0.001102807,0.001526533,0.002495084,0.001496563,0.001208556,0.006984285,0.001660059,0.00050389,0.00051851,0.001064553,0.000607446,0.000536053,0.000913727,0.000554571,0.001506553,0.002551856,0.001525315,0.000795308,0.000811389,0.001499487,0.000366709,0.001282629,0.001066989,0.004197052,0.000433959,0.001113772,0.001456115,0.004942166,0.003508711,0.070214429,0.001046278,0.003958021,0.004785736,0.001340864,0.001320153,0.001981691,0.000542876,0.001878622,0.000554084,0.00106772,0.001547001,0.000514611,0.003699497,0.001377413,0.000715387,0.001138626,0.001355971,0.000873279,0.002210488,0.002433925,0.002589136,0.000970012,0.09823563,0.02478271,0.011888927,0.004140279,0.001707816,0.001549924,0.001200272,0.00247291,0.002560628,0.004990167,0.056445661,0.002329394,0.003872496,0.00235108,0.003305498,0.002691718,0.000804567,0.002555268,0.001570392,0.004130776,0.006995006,0.002876169,0.005652193,0.004029901,0.003503838,0.007820771,0.002530902,0.00416099,0.002709748,0.004746994,0.045982148,0.004260648,0.005139775,0.007028631,0.006427277,0.006570062,0.005365648,0.002323059,0.002162974,0.001136189,0.000584785,0.000754617,0.010408202,0.005842492,0.00665778,0.006636094,0.00729885,0.008671634,0.004839098,0.005024767,0.001230242,0.007195538,0.007990115,0.008446004,0.018352265,0.018225806,0.004325705,0.004881494,0.007621213,0.006279618,0.007254991,0.002713891,0.005115165,0.005926554,0.003452913,0.00104774,0.002354979,0.003991159,0.00269318,0.003173922,0.002913449,0.002839376,0.003997738,0.039203269,0.016448302,0.006127574,0.003537707,0.003012862,0.004539882,0.016189535,0.006096386,0.00298143,0.002143481,0.005932402,0.002625442,0.001501192,0.004559863,0.004993822,0.031214129,0.008772022
165,0.000169017,0.00029578,0.00029578,0.000616913,0.000988751,0.000849311,0.000409022,0.000169017,0.000169017,0.000600011,0.000135214,0.00029578,0.000291132,0.000364232,0.000310569,0.000718323,0.000338034,0.000557757,0.000954947,0.000439445,0.003099353,0.000939736,0.004083033,0.003422598,0.000338034,0.000489305,0.000145777,0.000713675,0.000705647,0.000760577,0.001321715,0.001782709,0.000701421,0.000422543,0.001567635,0.000997201,0.000861988,0.005892785,0.005729683,0.000851002,0.013896594,0.000772409,0.000185074,0.000549306,0.000971849,0.000831142,0.001655524,0.001501295,0.000633815,0.000971849,0.000440712,0.000211272,0.000338034,4.23E-05,0.000633815,0.000169017,0.000261132,0.002533568,0.002087362,0.001228755,0.001352138,0.001444252,0.000766493,0.000507052,0.000523953,0.000580997,0.000483812,0.000357049,0.000875932,0.000417895,0.001356363,0.00176454,0.000967623,0.000621983,0.000737338,0.000950722,0.000380289,0.000574658,0.000728887,0.002159617,0.000387894,0.005681513,0.001225375,0.005509961,0.018617245,0.017046653,0.000756775,0.000864946,0.002096236,0.000579306,0.000540855,0.000905087,0.000574658,0.002112715,0.00063804,0.000669731,0.000685365,0.000574236,0.001400308,0.000799451,0.000557334,0.000836635,0.000810015,0.000510854,0.000496065,0.001861302,0.002193843,0.000833677,0.071202722,0.005450382,0.005948138,0.002244126,0.001127345,0.000919454,0.000794381,0.001219459,0.001036075,0.003219778,0.038172113,0.002442299,0.001006497,0.000829874,0.000685365,0.000941426,0.000499446,0.002373847,0.000936355,0.003420063,0.001533831,0.001535521,0.003867536,0.002588498,0.001046639,0.003248511,0.002403425,0.003131889,0.002499342,0.004197542,0.032468205,0.002471454,0.002732586,0.00343443,0.003328794,0.003397246,0.003184284,0.002891462,0.001023822,0.000670998,0.000676069,0.003659222,0.023305782,0.00478699,0.003305131,0.003543868,0.003661758,0.004284164,0.003185974,0.002924843,0.001144246,0.005457143,0.003949509,0.003443726,0.004026835,0.003965566,0.013280949,0.003126818,0.004078385,0.003569221,0.004191627,0.002598639,0.003734013,0.004795863,0.00316696,0.006950832,0.001053822,0.004054723,0.002679768,0.00343781,0.002476525,0.002957379,0.003607672,0.018733867,0.003720914,0.217896133,0.003763168,0.003232454,0.001080865,0.002892307,0.001649185,0.003818521,0.002667091,0.003197383,0.001642847,0.005640949,0.005045164,0.005349394,0.002803573,0.18463228
166,0.000113165,0.000188609,0.000188609,0.000377218,0.00024142,0.002357613,0.001089783,0.00046775,0.000528105,0.000384762,0.00041494,0.000188609,0.000199548,0.000253868,0.000230857,0.000452662,0.000226331,0.000354585,0.000607321,0.000279141,0.002178435,0.003725784,0.004128653,0.002150143,0.001018489,0.00033082,0.000469637,0.000594496,0.00111732,0.000490384,0.003272745,0.002385905,0.000465864,0.001327053,0.00103735,0.000611093,0.000528105,0.016084204,0.005579811,0.005458724,0.103795343,0.002327059,0.000600154,0.000339496,0.000641271,0.001371565,0.001331957,0.00094644,0.000452285,0.000603549,0.000894007,0.000565827,0.000226331,0.000150887,0.00041494,0.000565827,0.000798948,0.001849878,0.001278769,0.002999261,0.000867602,0.001356476,0.002309329,0.001599405,0.001599405,0.00041494,0.001772548,0.000436819,0.000894761,0.001227091,0.002808012,0.003877425,0.003507751,0.000438327,0.000523956,0.002140713,0.001184465,0.001608081,0.002131282,0.00215467,0.00026707,0.003987196,0.003696738,0.00349304,0.011788067,0.013296562,0.000605812,0.002197673,0.002414951,0.001732186,0.001581298,0.002604691,0.001705026,0.001357985,0.001482467,0.001548858,0.001655233,0.002190883,0.004618282,0.002450032,0.000342514,0.000571485,0.000755191,0.001524716,0.001401365,0.001559797,0.001076203,0.002511141,0.05501123,0.015286011,0.016678323,0.002118834,0.000981522,0.000798948,0.002156179,0.003120726,0.002564706,0.002792546,0.114152998,0.001542822,0.002578663,0.002487376,0.002046786,0.002353087,0.001486994,0.001675226,0.003210504,0.008558325,0.002563952,0.001917777,0.006034736,0.001998879,0.001348932,0.002975497,0.001616757,0.002194278,0.001681638,0.002730305,0.022995595,0.002015854,0.002144485,0.009541733,0.009566629,0.003311975,0.002888359,0.002558293,0.001083748,0.001765004,0.00041494,0.002301031,0.016596844,0.004275768,0.00328557,0.009002311,0.003351206,0.00406528,0.002326304,0.002468515,0.000702757,0.004713341,0.012573812,0.003612618,0.003655244,0.003273122,0.008697141,0.008871416,0.011259207,0.00332895,0.003978897,0.001813288,0.003454941,0.004167129,0.002521326,0.004317262,0.003625821,0.002806503,0.001831771,0.002193901,0.00186044,0.00860246,0.010400281,0.008051344,0.007975523,0.02241053,0.002420609,0.004731447,0.00312148,0.009563989,0.008691483,0.00912038,0.002791791,0.003785007,0.005633753,0.006166385,0.006770688,0.004560567,0.001839316,0.115956855
167,0.000267406,0.000238756,0.000204648,0.000501387,0.001384783,0.005733546,0.001647073,0.000552549,0.000648051,0.000491154,0.000518441,0.000204648,0.000402474,0.000544704,0.000305948,0.000545727,0.000279685,0.000508208,0.000767429,0.000354723,0.003670015,0.017960904,0.022921905,0.00266042,0.001261994,0.00038542,0.000163718,0.000836668,0.001312815,0.000579835,0.001726544,0.008417159,0.001504502,0.000574378,0.001381372,0.000808358,0.000678748,0.032062153,0.007068872,0.001513029,0.028062314,0.004396514,0.001274955,0.000409295,0.000750375,0.00608554,0.002060802,0.001991222,0.000582905,0.000750375,0.001155918,0.000136432,0.000272864,0.000204648,0.000511619,0.000682159,0.00097958,0.002628017,0.002387556,0.001455386,0.001057346,0.003460592,0.002873254,0.000509232,0.00197485,0.000724453,0.001953362,0.00173473,0.00091955,0.000475806,0.001095888,0.001657987,0.000995952,0.000759925,0.000883737,0.000917845,0.001473804,0.002413478,0.000858156,0.004084427,0.000344831,0.003915592,0.001341807,0.004365135,0.003107234,0.086655675,0.00087521,0.003490607,0.003960615,0.002371185,0.001029719,0.001519168,0.002117421,0.001657646,0.002046477,0.002090817,0.002151188,0.002707489,0.008845555,0.006624787,0.000526286,0.000776297,0.000920574,0.001023238,0.001981331,0.000933535,0.002721473,0.005576649,0.080133212,0.021743134,0.010270244,0.004004614,0.001776683,0.001255514,0.002990585,0.002249078,0.002953066,0.004419026,0.060538878,0.001961207,0.004230068,0.003954475,0.000907612,0.001317931,0.001781458,0.001974509,0.003106211,0.002952043,0.002042725,0.001660034,0.003917639,0.002779798,0.004034629,0.004437103,0.002206443,0.003144071,0.002314224,0.004061233,0.038881355,0.003430236,0.004057481,0.01296716,0.005042178,0.004943265,0.004691548,0.00419289,0.002219745,0.002398471,0.000511619,0.002947609,0.022637445,0.005962751,0.005503999,0.005729794,0.005104595,0.006062688,0.003511072,0.003422733,0.000960139,0.004998861,0.005752988,0.005400311,0.005489674,0.00500807,0.003087451,0.004497815,0.016053247,0.005281616,0.006511548,0.002618467,0.004553752,0.005451132,0.002921346,0.004536357,0.00227807,0.003644434,0.002295465,0.002904974,0.002574127,0.002386874,0.003112691,0.005804832,0.004851514,0.021714143,0.003195574,0.008609528,0.00425599,0.012761489,0.005146889,0.009818314,0.001835349,0.005425892,0.007623126,0.005520712,0.004377755,0.005750941,0.002266132,0.032515789
168,0.002039292,0.000222347,0.000222347,0.000484716,0.000266816,0.001773958,0.001939606,0.000545491,0.000592925,0.000459517,0.000125997,0.000222347,0.000395036,0.00051918,0.000246064,0.000518809,0.000266816,0.000668894,0.000705951,0.000340191,0.004389869,0.024278799,0.024841337,0.002519932,0.001222908,0.000859,0.000227906,0.000868635,0.031049633,0.000579214,0.001611274,0.003105074,0.007382658,0.000745233,0.001793969,0.000752274,0.000663335,0.012973942,0.007844769,0.002265344,0.019549481,0.002680392,0.00091681,0.000407636,0.000741156,0.022192815,0.001385221,0.00139078,0.004083771,0.000704099,0.002437663,0.000148231,0.000259405,0.000185289,0.000481752,0.000148231,0.000949421,0.002793048,0.001997416,0.000883829,0.001000561,0.000340932,0.002892363,0.002037439,0.001893654,0.000586996,0.001418203,0.001093206,0.000855294,0.000509545,0.001432655,0.002866422,0.000907175,0.000678158,0.000809343,0.002694103,0.002783042,0.002346872,0.000988703,0.004665579,0.000350938,0.003854754,0.000926445,0.004098595,0.013855177,0.012609663,0.000936822,0.004605916,0.004578493,0.002482874,0.001222537,0.001787299,0.001992969,0.003398202,0.001845479,0.001931824,0.001933306,0.003606467,0.008878682,0.002085243,0.000534003,0.000695946,0.000799708,0.000871229,0.001847332,0.001772475,0.00293572,0.005388577,0.085913731,0.021184101,0.011952999,0.004535136,0.002002975,0.001434508,0.00311471,0.002635552,0.003574968,0.004247938,0.048743629,0.001815833,0.004186792,0.003955922,0.000760797,0.001251072,0.000534003,0.001912183,0.002880504,0.007112507,0.004260908,0.002962402,0.009658379,0.002649634,0.003912935,0.00436504,0.00212156,0.002992789,0.002228657,0.003501223,0.033651092,0.003027994,0.003510116,0.013021746,0.012852392,0.014066777,0.005241458,0.004631115,0.005017258,0.002848634,0.000481752,0.002705221,0.024581191,0.006990957,0.006106016,0.011855907,0.00491609,0.004934989,0.003719864,0.003067276,0.000861965,0.006516247,0.008311327,0.004322053,0.005370789,0.005271845,0.003337056,0.004405063,0.014888719,0.01576773,0.016819061,0.003361144,0.006545893,0.00787071,0.003099145,0.004335765,0.003748398,0.004315753,0.010433258,0.00315362,0.009337458,0.002387265,0.003167702,0.00191626,0.01117849,0.004836416,0.003184378,0.00385846,0.005310385,0.015532784,0.007861075,0.003010206,0.002153059,0.007195516,0.009002085,0.006313911,0.005456393,0.005814001,0.002171588,0.006451025
169,0.002421525,0.00022625,0.000193929,0.000480944,0.000665822,0.002842027,0.002112209,0.000540415,0.000614108,0.000465429,0.000497751,0.000200393,0.000347456,0.000495811,0.000252754,0.000517144,0.000265036,0.000670671,0.000746949,0.000341961,0.004365015,0.026874662,0.026925407,0.002521075,0.001195895,0.001150645,0.000630592,0.000888841,0.028774518,0.000549465,0.00168007,0.003532737,0.007048021,0.000797048,0.001995528,0.000766019,0.000643197,0.020686069,0.007593285,0.000607321,0.014515252,0.004247689,0.001285102,0.000387858,0.000711072,0.022211319,0.001396611,0.001393702,0.003839791,0.000711072,0.002780293,0.000129286,0.000258572,3.23E-05,0.000484822,0.00064643,0.000957362,0.002950628,0.002640665,0.003657175,0.001001966,0.000323215,0.002940931,0.002082473,0.001877878,0.000600533,0.001347806,0.00097126,0.00040111,0.000616694,0.001023298,0.002088291,0.000867508,0.000708487,0.000806098,0.002714358,0.003760281,0.002502329,0.002873379,0.005202788,0.000370404,0.005519862,0.004307483,0.004048911,0.013652592,0.046965369,0.000927626,0.004495594,0.004491069,0.002425727,0.001156786,0.003591239,0.002012982,0.004744793,0.00183586,0.001942844,0.001951248,0.003645863,0.009345432,0.002737952,0.000516174,0.000744364,0.000799633,0.000830016,0.000766342,0.000724648,0.003121608,0.006577421,0.083630529,0.02095563,0.024206847,0.005190829,0.001978721,0.003615804,0.003066985,0.005481399,0.00506122,0.004732187,0.058881005,0.00188111,0.004087697,0.00252754,0.00072788,0.001323241,0.000544617,0.000556899,0.001111859,0.002066635,0.002024617,0.001839738,0.004915127,0.00265424,0.002409243,0.004296494,0.002035607,0.003197564,0.002300643,0.003561827,0.03254902,0.003158455,0.00334495,0.005449401,0.012663878,0.005864086,0.005117459,0.004508846,0.003098983,0.002711772,0.000484822,0.002775768,0.023884602,0.006966894,0.006657255,0.004849514,0.005013061,0.005836936,0.001910523,0.003286771,0.00093603,0.002523338,0.006865082,0.005344033,0.005337892,0.005093218,0.003105124,0.004168824,0.006249358,0.015350439,0.017705382,0.002821342,0.005739001,0.00756872,0.003198533,0.004298756,0.002715651,0.004180137,0.002484229,0.002822311,0.008773665,0.002337489,0.002950951,0.00186301,0.006971096,0.004769357,0.002875642,0.003655882,0.005109379,0.014877899,0.004240255,0.002440272,0.001718856,0.006920998,0.007971446,0.00590675,0.005188244,0.005776494,0.002125784,0.005700862
170,0.004066939,0.000203178,0.000203178,0.000418207,0.000250586,0.005186786,0.002365665,0.00068437,0.000541807,0.000436832,0.000440218,0.000169315,0.000178119,0.000254988,0.000116827,0.000474081,0.000287835,0.000858425,0.001397862,0.000293592,0.020130501,0.000591924,0.00512651,0.002268817,0.001083614,0.000374863,0.00050151,0.000519119,0.010181908,0.00227796,0.002807238,0.002662643,0.001600024,0.001885827,0.005955136,0.000822869,0.000646782,0.013927827,0.00504253,0.000294608,0.007446799,0.002873948,0.000804922,0.000372492,0.003203434,0.001520446,0.001066344,0.001065667,0.013769348,0.000643396,0.003362928,0.000135452,0.000237041,0.000169315,0.000440218,0.00057567,0.000837092,0.002343993,0.005841357,0.002936594,0.004436045,0.000304766,0.001862462,0.001258685,0.001774418,0.000467647,0.001901065,0.000846573,0.000154076,0.000237041,0.000713831,0.00101284,0.000568897,0.000613596,0.000675566,0.002570197,0.006291057,0.001866187,0.002361263,0.007791185,0.001228886,0.003972461,0.003914556,0.017737407,0.038388381,0.060551336,0.000795779,0.003954175,0.007194181,0.001993511,0.001839435,0.002984341,0.001808281,0.002175694,0.00157124,0.001617633,0.001889552,0.001859075,0.00813828,0.001629485,0.00044225,0.000620708,0.000580411,0.000423625,0.000466631,0.000597342,0.001164546,0.004207131,0.060669179,0.017706592,0.008588657,0.008302515,0.00174191,0.002978923,0.002523805,0.004527136,0.003929455,0.00289054,0.037281402,0.001561081,0.001853657,0.001701274,0.000668454,0.001079889,0.000377572,0.000390778,0.000498801,0.000467647,0.00082016,0.000814065,0.002281685,0.00193696,0.00132675,0.003276239,0.00172193,0.002316902,0.001792365,0.002799449,0.024693193,0.001993511,0.002350088,0.003033103,0.003001272,0.011409778,0.010843929,0.01034953,0.003933858,0.002211589,0.002113047,0.002981632,0.023841202,0.017137017,0.011504256,0.003163814,0.003107602,0.003492285,0.002418152,0.001962357,0.001791011,0.000851314,0.002045321,0.00254717,0.002705987,0.003000256,0.00240156,0.003108279,0.004582333,0.004630757,0.005016117,0.008840936,0.013403628,0.017436027,0.006004576,0.006709264,0.006176261,0.014111702,0.009138591,0.00238666,0.007592748,0.001956939,0.00235212,0.001648109,0.001864832,0.004113331,0.002512969,0.002853968,0.015411362,0.045813508,0.01337857,0.018106175,0.022366132,0.013849265,0.026717181,0.004936201,0.004155998,0.004576237,0.001866187,0.004042219
