trainLine,stationName,stationCode,isFastStop,isTerminal,isSlowFastInterchange,isLineInterchange,slowTimeFromPreviousStation,latitude,longitude,s2_cell,geojson
harbour,gtb nagar,GTBN,0,0,0,0,4,19.037728,72.864107,4316646572923289600,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.851548, 19.013628], [72.875179, 19.015873], [72.875179, 19.038861], [72.851548, 19.036614], [72.851548, 19.013628]]]}, ""properties"": {""cell"": 4316646572923289600}}"
harbour,chunabhatti,CHF,0,0,0,0,3,19.051652,72.869053,4316639563536662528,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.851548, 19.036614], [72.875179, 19.038861], [72.875179, 19.061851], [72.851548, 19.059602], [72.851548, 19.036614]]]}, ""properties"": {""cell"": 4316639563536662528}}"
harbour,kurla,CH,0,1,0,1,3,19.0656,72.8791,4316639288658755584,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.875179, 19.061851], [72.898807, 19.064096], [72.898807, 19.08709], [72.875179, 19.084842], [72.875179, 19.061851]]]}, ""properties"": {""cell"": 4316639288658755584}}"
harbour,tilak nagar,TKNG,0,0,0,0,2,19.0658,72.8899,4316639288658755584,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.875179, 19.061851], [72.898807, 19.064096], [72.898807, 19.08709], [72.875179, 19.084842], [72.875179, 19.061851]]]}, ""properties"": {""cell"": 4316639288658755584}}"
harbour,chembur,CM,0,1,0,0,3,19.063056,72.900556,4316636539879686144,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.898807, 19.041104], [72.922433, 19.043345], [72.922433, 19.066339], [72.898807, 19.064096], [72.898807, 19.041104]]]}, ""properties"": {""cell"": 4316636539879686144}}"
harbour,govandi,GV,0,0,0,0,3,19.055,72.9156,4316636539879686144,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.898807, 19.041104], [72.922433, 19.043345], [72.922433, 19.066339], [72.898807, 19.064096], [72.898807, 19.041104]]]}, ""properties"": {""cell"": 4316636539879686144}}"
harbour,mankhurd,MNKD,0,1,0,1,3,19.0481,72.9317,4316636952196546560,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.922433, 19.043345], [72.946057, 19.045581], [72.946057, 19.068578], [72.922433, 19.066339], [72.922433, 19.043345]]]}, ""properties"": {""cell"": 4316636952196546560}}"
harbour,vashi,VA,0,1,0,1,8,19.0632,72.9988,4316631317199454208,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.993297, 19.050045], [73.016914, 19.052272], [73.016914, 19.075276], [72.993297, 19.073046], [72.993297, 19.050045]]]}, ""properties"": {""cell"": 4316631317199454208}}"
harbour,sanpada,SNCR,0,0,0,1,3,19.066,73.0096,4316631317199454208,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.993297, 19.050045], [73.016914, 19.052272], [73.016914, 19.075276], [72.993297, 19.073046], [72.993297, 19.050045]]]}, ""properties"": {""cell"": 4316631317199454208}}"
harbour,juinagar,JNJ,0,0,0,1,3,19.056,73.0178,4316631454638407680,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.016914, 19.052272], [73.040528, 19.054496], [73.040528, 19.077502], [73.016914, 19.075276], [73.016914, 19.052272]]]}, ""properties"": {""cell"": 4316631454638407680}}"
harbour,nerul,NU,0,1,0,1,4,19.0336,73.0181,4316634065978523648,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.016914, 19.02927], [73.040528, 19.031492], [73.040528, 19.054496], [73.016914, 19.052272], [73.016914, 19.02927]]]}, ""properties"": {""cell"": 4316634065978523648}}"
harbour,seawood darave,SWDV,0,0,0,1,3,19.022,73.019,4316633928539570176,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.016914, 19.00627], [73.040528, 19.008489], [73.040528, 19.031492], [73.016914, 19.02927], [73.016914, 19.00627]]]}, ""properties"": {""cell"": 4316633928539570176}}"
harbour,belapur(cbd),BR,0,1,0,1,4,19.018611,73.038889,4316633928539570176,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.016914, 19.00627], [73.040528, 19.008489], [73.040528, 19.031492], [73.016914, 19.02927], [73.016914, 19.00627]]]}, ""properties"": {""cell"": 4316633928539570176}}"
harbour,kharghar,KHAG,0,0,0,1,4,19.025833,73.059167,4316632416711081984,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.040528, 19.008489], [73.06414, 19.010705], [73.06414, 19.03371], [73.040528, 19.031492], [73.040528, 19.008489]]]}, ""properties"": {""cell"": 4316632416711081984}}"
harbour,mansarovar,MANR,0,0,0,1,3,19.016317,73.080883,4316632554150035456,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.06414, 19.010705], [73.087749, 19.012917], [73.087749, 19.035925], [73.06414, 19.03371], [73.06414, 19.010705]]]}, ""properties"": {""cell"": 4316632554150035456}}"
harbour,khandeshwar,KNDS,0,0,0,1,3,19.007756,73.095087,4316674060713984000,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.087749, 18.989912], [73.111356, 18.992119], [73.111356, 19.015127], [73.087749, 19.012917], [73.087749, 18.989912]]]}, ""properties"": {""cell"": 4316674060713984000}}"
harbour,panvel,PL,0,1,0,1,6,18.98932,73.12229,4316674335591890944,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[73.111356, 18.969112], [73.134961, 18.971313], [73.134961, 18.994322], [73.111356, 18.992119], [73.111356, 18.969112]]]}, ""properties"": {""cell"": 4316674335591890944}}"
harbour,king's circle,KCE,0,0,0,0,4,19.026734,72.855341,4316646572923289600,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.851548, 19.013628], [72.875179, 19.015873], [72.875179, 19.038861], [72.851548, 19.036614], [72.851548, 19.013628]]]}, ""properties"": {""cell"": 4316646572923289600}}"
harbour,mahim,MM,0,0,0,1,2,19.040556,72.846944,4316639975853522944,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.827915, 19.034364], [72.851548, 19.036614], [72.851548, 19.059602], [72.827915, 19.057349], [72.827915, 19.034364]]]}, ""properties"": {""cell"": 4316639975853522944}}"
harbour,bandra,B,0,1,0,1,4,19.054444,72.840556,4316639975853522944,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.827915, 19.034364], [72.851548, 19.036614], [72.851548, 19.059602], [72.827915, 19.057349], [72.827915, 19.034364]]]}, ""properties"": {""cell"": 4316639975853522944}}"
harbour,khar road,KHAR,0,0,0,1,3,19.068598,72.840042,4316639838414569472,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.827915, 19.057349], [72.851548, 19.059602], [72.851548, 19.08259], [72.827915, 19.080336], [72.827915, 19.057349]]]}, ""properties"": {""cell"": 4316639838414569472}}"
harbour,santacruz,STC,0,0,0,1,2,19.081667,72.841389,4316640525609336832,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.827915, 19.080336], [72.851548, 19.08259], [72.851548, 19.105581], [72.827915, 19.103324], [72.827915, 19.080336]]]}, ""properties"": {""cell"": 4316640525609336832}}"
harbour,vile parle,VLP,0,0,0,1,3,19.099532,72.843964,4316640525609336832,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.827915, 19.080336], [72.851548, 19.08259], [72.851548, 19.105581], [72.827915, 19.103324], [72.827915, 19.080336]]]}, ""properties"": {""cell"": 4316640525609336832}}"
harbour,andheri,AD,0,1,0,1,5,19.119167,72.846944,4316640663048290304,"{""type"": ""Feature"", ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[72.827915, 19.103324], [72.851548, 19.105581], [72.851548, 19.128572], [72.827915, 19.126313], [72.827915, 19.103324]]]}, ""properties"": {""cell"": 4316640663048290304}}"
